,opta_id,injury_start_date,sport,team,gsis_id,depth_chart_order,sportradar_id,active,oddsjam_id,fantasy_data_id,last_name,yahoo_id,injury_body_part,pandascore_id,team_abbr,first_name,years_exp,birth_date,search_last_name,metadata,college,status,swish_id,search_full_name,news_updated,practice_participation,birth_city,injury_notes,espn_id,rotowire_id,competitions,stats_id,team_changed_at,practice_description,depth_chart_position,injury_status,number,search_rank,player_id,birth_state,position,age,weight,full_name,search_first_name,fantasy_positions,birth_country,hashtag,rotoworld_id,high_school,height
7200,,,nfl,DET,,2.0,e8b1322a-6162-4535-b6af-4ca60ce8b09c,True,C9C9E9583671,22202.0,Dorsey,33012.0,,,,Khalil,5.0,1998-03-31,dorsey,"{'channel_id': '1113708815297048576', 'rookie_year': '2020'}",Northern Arizona,Active,922106.0,khalildorsey,1734483031468.0,,,,4027919.0,15137.0,[],,,,RCB,,30.0,9999999.0,7200,,CB,26.0,188,Khalil Dorsey,khalil,['DB'],,#khalildorsey-NFL-DET-30,,Colony (CA),68
11130,,,nfl,,,,ff179350-e792-11ed-a48d-cfb30084e6b5,True,,,Wilson,,,,,Pokey,1.0,1999-08-12,wilson,{'channel_id': '1116852654987804672'},Florida State,Active,1058767.0,pokeywilson,1737138032371.0,,,,,16839.0,[],,,,SWR,,83.0,424.0,11130,,WR,24.0,181,Pokey Wilson,pokey,['WR'],,#pokeywilson-NFL-FA-83,,Turner County (GA),72
1411,,,nfl,,00-0030524,,d4dd3d0b-5023-415d-ad15-94f294c561b1,False,,14971.0,Jones,26738.0,,,,Landry,9.0,1989-04-04,jones,,Oklahoma,Inactive,,landryjones,1565908512157.0,,,,15904.0,8748.0,[],447742.0,,,,,0.0,9999999.0,1411,,QB,32.0,225,Landry Jones,landry,['QB'],,#landryjones-NFL-FA-0,7446.0,Artesia (NM),76
1933,,,nfl,,00-0031442,,1f301468-0e6e-4a38-9c73-919796ebaca8,True,,16172.0,Lewan,27539.0,,,,Taylor,9.0,1991-07-22,lewan,"{'channel_id': '1116852769240645632', 'injury_override_regular_2020_5': 'Active'}",Michigan,Inactive,511484.0,taylorlewan,1694359519762.0,,,,16708.0,9256.0,[],,,,,,77.0,9999999.0,1933,,OT,31.0,309,Taylor Lewan,taylor,"['OL', 'OT']",,#taylorlewan-NFL-FA-77,9398.0,Chaparral (AZ),79
3805,,,nfl,,00-0032835,,1a59e864-5282-4d94-b678-8537d524e181,True,,18619.0,Brown,29915.0,,,,Jon,6.0,1992-12-07,brown,{'channel_id': '1116852908265046016'},Louisville,Active,,jonbrown,1604952627758.0,,,,3135726.0,11738.0,[],,,,,,0.0,1101.0,3805,,K,29.0,202,Jon Brown,jon,['K'],,#jonbrown-NFL-FA-0,,Clinton (MS),70
12012,,,nfl,MIA,,,37a81f40-0714-11ef-8c84-476b38ff4eba,True,5A0021122813,,McLendon,,,,,Derrick,1.0,2000-09-29,mclendon,"{'channel_id': '1113708881936150528', 'rookie_year': '2024'}",Colorado,Active,1176395.0,derrickmclendon,,,,,,18325.0,[],,,,DL,,59.0,9999999.0,12012,,LB,24.0,250,Derrick McLendon,derrick,['LB'],,#derrickmclendon-NFL-MIA-59,,Tucker (GA),76
6318,,,nfl,, 00-0035396,,2e194e2d-74ff-4a70-9bef-724779bcea15,True,,21221.0,Ellis,32466.0,,,,Jordan,3.0,1996-03-22,ellis,{'channel_id': '1116853230299512832'},Virginia,Active,,jordanellis,1569357943677.0,,,,3124022.0,13500.0,[],836253.0,,,,,31.0,9999999.0,6318,,RB,25.0,225,Jordan Ellis,jordan,['RB'],,#jordanellis-NFL-FA-31,,Peachtree Ridge (GA),70
363,,,nfl,,,,e9f7f380-e7b2-4a68-af71-9483240fc748,False,,8510.0,Legursky,,,,,Doug,12.0,1986-06-09,legursky,,Marshall,Inactive,,douglegursky,,,,,11556.0,7064.0,[],,,,,,64.0,9999999.0,363,,C,34.0,315,Doug Legursky,doug,['OL'],,#douglegursky-NFL-FA-64,,Wilson (WV),"6'1"""
8838,,,nfl,LV,,1.0,03dc3660-d3a9-11ec-96a0-c3471a31202c,True,C4FFB1C0696C,,Pola-Mao,,,,,Isaiah,3.0,1999-06-30,polamao,"{'channel_id': '1113708767502954496', 'rookie_year': '2022'}",USC,Active,1066374.0,isaiahpolamao,1736390436222.0,,,,,16202.0,[],,,,SS,,20.0,9999999.0,8838,,DB,25.0,205,Isaiah Pola-Mao,isaiah,['DB'],,#isaiahpolamao-NFL-LV-20,,Mountain Pointe (AZ),76
11337,,,nfl,,,,30235b40-ec6c-11ed-bcc6-35c399290c7a,True,1685B561C6A8,,Swoboda,,,,,Ryan,1.0,1998-09-19,swoboda,"{'channel_id': '1116852678098419712', 'rookie_year': '2023'}",UCF,Active,1061765.0,ryanswoboda,,,,,,,[],,,,,,74.0,9999999.0,11337,,OL,25.0,325,Ryan Swoboda,ryan,['OL'],,#ryanswoboda-NFL-FA-74,,Windermere Prep (FL),81
320,,,nfl,,,,04a04302-9d18-4a66-b047-61ae9c83c137,False,,7816.0,Dockett,,,,,Darnell,12.0,1981-05-27,dockett,,Florida State,Inactive,,darnelldockett,,,,,5589.0,,[],,,,,,90.0,9999999.0,320,,DT,37.0,290,Darnell Dockett,darnell,['DL'],,#darnelldockett-NFL-FA-90,2800.0,,"6'3"""
7819,,,nfl,SF,,1.0,d24bbe70-baba-4337-822e-c166a156f92e,True,83CF7829B690,,Lenoir,,,,,Deommodore,4.0,1999-10-06,lenoir,"{'channel_id': '1113708879507648512', 'rookie_year': '2021'}",Oregon,Active,1060288.0,deommodorelenoir,1737148233607.0,,,,,15192.0,[],,,,NB,,2.0,596.0,7819,,DB,25.0,200,Deommodore Lenoir,deommodore,['DB'],,#deommodorelenoir-NFL-SF-2,,Salesian (CA),70
6583,,,nfl,, 00-0035555,,d21096bc-ed34-4b82-9129-a5b08d51a827,True,,21554.0,Moon,32567.0,,,,Joshua,3.0,1997-05-18,moon,{'channel_id': '1116853275233091584'},Georgia Southern,Active,871263.0,joshuamoon,,,,,3917203.0,14244.0,[],,,,,,0.0,9999999.0,6583,,SS,24.0,200,Joshua Moon,joshua,['DB'],,#joshuamoon-NFL-FA-0,,Creekside (GA),72
1048,,,nfl,,00-0029615,,a212c5d8-67f8-48b9-99be-2c121ee56366,True,,13791.0,Miller,25807.0,,,,Lamar,10.0,1991-04-25,miller,{'channel_id': '1116852642107097088'},Miami (FL),Active,508924.0,lamarmiller,1639491610971.0,,,,14886.0,8008.0,[],508924.0,,,,,0.0,584.0,1048,,RB,30.0,221,Lamar Miller,lamar,['RB'],,#lamarmiller-NFL-FA-0,7408.0,Killian (FL),70
2010,,,nfl,,,,b14efdf2-c352-4659-9740-b1aed6ecd79e,False,,16286.0,Sullen,,,,,Jordan,1.0,1990-06-25,sullen,,Tulane,Inactive,,jordansullen,,,,,17043.0,,[],,,,,,42.0,9999999.0,2010,,CB,27.0,200,Jordan Sullen,jordan,['DB'],,#jordansullen-NFL-FA-42,,,"6'0"""
5010,,,nfl,LAC,00-0034159,2.0,383f4814-6836-4766-a297-fc063e8509cc,True,815B47BB08E4,19950.0,Dissly,31090.0,,,,Will,7.0,1996-07-08,dissly,"{'channel_id': '1113708689878970368', 'rookie_year': '2018'}",Washington,Active,837806.0,willdissly,1736657451417.0,,,,3127292.0,12986.0,[],837806.0,,,TE,,81.0,9999999.0,5010,,TE,28.0,265,Will Dissly,will,['TE'],,#willdissly-NFL-LAC-81,13246.0,Bozeman (MT),76
3720,,,nfl,,00-0032633,,b14bcb8f-a563-4b68-8a4f-5ef7da8b181d,True,,18528.0,Gilbert,29727.0,,,,Reggie,6.0,1993-04-01,gilbert,"{'channel_id': '1116852900119707648', 'injury_override_regular_2020_5': 'Active'}",Arizona,Active,,reggiegilbert,1628134832997.0,,,,2576755.0,11445.0,[],593546.0,,,,,45.0,1089.0,3720,,LB,28.0,261,Reggie Gilbert,reggie,"['DL', 'LB']",,#reggiegilbert-NFL-FA-45,,Fairfax (AZ),75
6039,,,nfl,BUF, 00-0035537,3.0,96e6687b-2b89-4dd9-98df-6e7507cd82cf,True,C315B63E625D,20837.0,Johnson,32018.0,,,,Ty,6.0,1997-09-17,johnson,"{'channel_id': '1113708757608591360', 'rookie_year': '2019'}",Maryland,Active,877784.0,tyjohnson,1738006235743.0,,,,3915411.0,13587.0,[],877784.0,,,RB,,26.0,9999999.0,6039,,RB,27.0,210,Ty Johnson,ty,['RB'],,#tyjohnson-NFL-BUF-26,14262.0,Fort Hill (MD),70
6803,,,nfl,SF,,2.0,c90471cc-fa60-4416-9388-5aebb5d877eb,True,38B5479924F9,21747.0,Aiyuk,32695.0,,,,Brandon,5.0,1998-03-17,aiyuk,"{'channel_id': '1113708879377625088', 'injury_override_regular_2024_8': 'IR', 'rookie_year': '2020'}",Arizona State,Active,1107034.0,brandonaiyuk,1739417710158.0,,,,4360438.0,14386.0,[],,,,SWR,,11.0,26.0,6803,,WR,26.0,200,Brandon Aiyuk,brandon,['WR'],,#brandonaiyuk-NFL-SF-11,,McQueen (NV),72
11551,,,nfl,,,,7d7bca00-6ed8-11ee-a3d5-6338f2c2cf43,True,68A134920AB5,,Tarpley,,,,,Tre,1.0,1996-06-18,tarpley,"{'channel_id': '1113708860855578624', 'rookie_year': '2023'}",Vanderbilt,Active,835865.0,tretarpley,,,,,,,[],,,,,,38.0,9999999.0,11551,,DB,28.0,203,Tre Tarpley,tre,['DB'],,#tretarpley-NFL-FA-38,,Central Catholic (PA),73
2928,,,nfl,,,,cf473601-ce31-4fef-8771-66735cb206b7,False,,17397.0,Peters,29009.0,,,,John,1.0,1992-04-29,peters,,Mount St. Joseph,Inactive,,johnpeters,,,,,3894752.0,10857.0,[],870642.0,,,,,48.0,9999999.0,2928,,TE,26.0,250,John Peters,john,['TE'],,#johnpeters-NFL-FA-48,,,"6'8"""
1691,,,nfl,,,,fb350258-e345-4d28-8e45-22ae258fdfda,False,,15550.0,Jacobs,27284.0,,,,Chuck,2.0,1990-05-11,jacobs,,Utah State,Inactive,,chuckjacobs,,,,,16462.0,9060.0,[],607460.0,,,,,85.0,9999999.0,1691,,WR,28.0,178,Chuck Jacobs,chuck,['WR'],,#chuckjacobs-NFL-FA-85,,,"6'0"""
2107,,,nfl,,,,47584d17-66f5-4e6b-a077-4b8e7234a733,False,,16431.0,Ferguson,27579.0,,,,Ego,6.0,1991-09-22,ferguson,,Louisiana State,Inactive,,egoferguson,,,,,16778.0,9358.0,[],,,,,,67.0,9999999.0,2107,,DT,28.0,309,Ego Ferguson,ego,['DL'],,#egoferguson-NFL-FA-67,,Hargrave Military Academy (VA),"6'2"""
5713,,,nfl,,00-0034701,,47abba7f-63e6-41e5-ac8f-9b3f274db595,True,,20625.0,Jones,31703.0,,,,Mike,4.0,1995-09-01,jones,{'channel_id': '1116853150016339968'},Temple,Active,,mikejones,,,,,3920576.0,13313.0,[],,,,,,23.0,9999999.0,5713,,CB,26.0,187,Mike Jones,mike,['DB'],,#mikejones-NFL-FA-23,,Milford Mill,71
891,,,nfl,,,,7bc7f249-a2ed-4dd9-acd2-c223778955ad,False,,13078.0,Brown,24869.0,,,,Vincent,9.0,1989-01-25,brown,,San Diego State,Inactive,,vincentbrown,,,,,14027.0,7386.0,[],402074.0,,,,,86.0,9999999.0,891,,WR,31.0,195,Vincent Brown,vincent,['WR'],,#vincentbrown-NFL-FA-86,,Rancho Cucamonga (CA),"5'11"""
7750,,,nfl,IND,,1.0,f9dbd390-b1c7-41a2-9e96-6f5de2848efc,True,7BF4C0248C79,,Stuard,,,,,Grant,4.0,1998-10-15,stuard,"{'channel_id': '1113708782619226113', 'rookie_year': '2021'}",Houston,Active,1053837.0,grantstuard,1737226242172.0,,,,,15247.0,[],,,,ROLB,,41.0,9999999.0,7750,,LB,26.0,230,Grant Stuard,grant,['LB'],,#grantstuard-NFL-IND-41,,Oak Ridge (TX),71
5328,,,nfl,DEN,00-0034278,2.0,aecd8785-d22b-43b4-bbff-76b7e4319ed6,True,4DBCFA1425A4,20028.0,Smith,31166.0,,,,Tremon,7.0,1996-07-20,smith,"{'channel_id': '1113708826994962432', 'rookie_year': '2018'}",Central Arkansas,Active,843049.0,tremonsmith,1678900529715.0,,,,3134448.0,12994.0,[],843049.0,,,LCB,,1.0,9999999.0,5328,,DB,28.0,190,Tremon Smith,tremon,['DB'],,#tremonsmith-NFL-DEN-1,,Saks (AL),72
5571,,,nfl,,,,c3251cfd-0b08-4833-811f-7ce6a4b9acef,True,,20333.0,Irwin,31516.0,,,,Jeromy,4.0,1993-07-09,irwin,{'channel_id': '1116853124926013440'},Colorado,Active,,jeromyirwin,,,,,2979620.0,,[],,,,,,0.0,9999999.0,5571,,OT,28.0,300,Jeromy Irwin,jeromy,['OL'],,#jeromyirwin-NFL-FA-0,,Cypress Fairbanks,78
6707,,,nfl,, 00-0035675,,83f36348-3a45-4839-984c-896ca5a551f2,True,,21625.0,Langley,32618.0,,,,Isaiah,3.0,1996-10-13,langley,{'channel_id': '1116853295663546368'},Southern California,Active,,isaiahlangley,1565555128412.0,,,,3912549.0,14322.0,[],,,,,,40.0,9999999.0,6707,,DB,25.0,180,Isaiah Langley,isaiah,['DB'],,#isaiahlangley-NFL-FA-40,,Foothill,71
11249,,,nfl,,,,8a205de0-eac4-11ed-b2f6-07469fcf7f52,True,,,Smith,,,,,Chris,1.0,1999-09-08,smith,{'channel_id': '1116852668753510400'},Louisiana,Active,1117243.0,chrissmith,1685648741267.0,,,,,17316.0,[],,,,,,34.0,9999999.0,11249,,RB,23.0,194,Chris Smith,chris,['RB'],,#chrissmith-NFL-FA-34,,Nanih Waiya Attendance Center (MS),69
2812,,,nfl,,,,feb9f2f7-337a-4f9a-a17f-bbbf23da6fa4,False,,17280.0,Claiborne,28991.0,,,,Imoan,0.0,1992-07-20,claiborne,,Northwestern,Inactive,,imoanclaiborne,,,,,2510111.0,,[],,,,,,45.0,9999999.0,2812,,CB,25.0,190,Imoan Claiborne,imoan,['DB'],,#imoanclaiborne-NFL-FA-45,,,"5'11"""
9997,,,nfl,BAL,,1.0,2b6d74b7-10fb-4f17-99c8-9bb557fb475b,True,F39E10BEE1F4,,Flowers,,,,,Zay,2.0,2000-09-11,flowers,"{'channel_id': '1113708866622746624', 'rookie_year': '2023'}",Boston College,Active,1177053.0,zayflowers,1737491414152.0,,,,,16919.0,[],,,,LWR,,4.0,53.0,9997,,WR,24.0,175,Zay Flowers,zay,['WR'],,#zayflowers-NFL-BAL-4,,NSU University School (FL),69
4512,,,nfl,,00-0033493,,4b3ecabb-6adf-45c8-88ed-7decd72306f0,True,,19384.0,Kallon,30386.0,,,,Francis,5.0,1994-02-02,kallon,{'channel_id': '1116852978779684864'},Georgia Tech,Active,,franciskallon,,,,,2971499.0,12593.0,[],,,,,,93.0,9999999.0,4512,,DE,27.0,294,Francis Kallon,francis,['DL'],,#franciskallon-NFL-FA-93,,Central Gwinnett (GA),77
5407,,,nfl,,00-0034618,,9e0a37e5-9814-4b43-a79d-0a51c97ec5c3,True,,20504.0,Philips,31275.0,,,,Ervin,4.0,1995-01-18,philips,{'channel_id': '1116853097772089344'},Syracuse,Active,,ervinphilips,,,,,,13027.0,[],836230.0,,,,,89.0,9999999.0,5407,,RB,26.0,181,Ervin Philips,ervin,['RB'],,#ervinphilips-NFL-FA-89,,West Haven,71
3206,,,nfl,,00-0033125,,82a70525-35cd-4389-a5d1-3b0f11f05a28,True,,17967.0,Schobert,29333.0,,,,Joe,6.0,1993-11-06,schobert,{'channel_id': '1116852837704269824'},Wisconsin,Active,695273.0,joeschobert,1670882109710.0,,,,2977819.0,10968.0,[],,,,,,52.0,507.0,3206,,LB,29.0,240,Joe Schobert,joe,['LB'],,#joeschobert-NFL-FA-52,11425.0,Waukesha West (WI),73
3076,,,nfl,,,,,False,,17823.0,Pettine,,,,,Mike,0.0,,pettine,,,Inactive,,mikepettine,,,,,,,[],,,,,,0.0,9999999.0,3076,,,,,Mike Pettine,mike,,,#mikepettine-NFL-FA-0,9338.0,,
6032,,,nfl,, 00-0035120,,fcae1e29-5ca2-463e-92a6-0be893f5eb4a,True,9276C96749A2,21072.0,Doss,32342.0,,,,Keelan,5.0,1996-03-21,doss,"{'channel_id': '1116853191690944512', 'rookie_year': '2019'}",UC Davis,Active,830084.0,keelandoss,1723673761515.0,,,,3120980.0,13479.0,[],830084.0,,,,,10.0,9999999.0,6032,,WR,28.0,215,Keelan Doss,keelan,['WR'],,#keelandoss-NFL-FA-10,,Alameda (CA),75
7512,,,nfl,,,,f11e8e09-448e-4aa6-b549-a145449a93c1,False,,,Smith,,,,,Aaron,5.0,,smith,,,Inactive,,aaronsmith,,,,,,,[],,,,,,44.0,,7512,,RB,,,Aaron Smith,aaron,['RB'],,#aaronsmith-NFL-FA-44,,,"0'0"""
3121,,,nfl,,,,,False,,17875.0,Robinson,,,,,Jon,0.0,,robinson,,,Inactive,,jonrobinson,,,,,,,[],,,,,,0.0,9999999.0,3121,,,,,Jon Robinson,jon,,,#jonrobinson-NFL-FA-0,11230.0,,
2722,,,nfl,,,,58f1ed75-6d74-4429-9d45-5d8fdb7201f3,False,,17190.0,Mundine,29150.0,,,,Jimmay,1.0,1991-11-12,mundine,,Kansas,Inactive,,jimmaymundine,,,,,2513911.0,10578.0,[],555781.0,,,,,87.0,9999999.0,2722,,TE,26.0,240,Jimmay Mundine,jimmay,['TE'],,#jimmaymundine-NFL-FA-87,,,"6'2"""
8172,,,nfl,NYG,,1.0,b9e4a022-d15c-4cef-9879-170277f17207,True,F32809D9AC66,,Dulcich,,,,,Greg,3.0,2000-03-26,dulcich,"{'channel_id': '1113708827309535232', 'rookie_year': '2022'}",UCLA,Active,1128085.0,gregdulcich,1732727159516.0,,,,,15891.0,[],,,,TE,,89.0,258.0,8172,,TE,24.0,245,Greg Dulcich,greg,['TE'],,#gregdulcich-NFL-NYG-89,,Saint Francis (CA),76
1672,,,nfl,,00-0030041,,1eb8ad96-b4f3-461e-81a3-0a4e08844f73,True,,15469.0,Robey-Coleman,27007.0,,,,Nickell,10.0,1992-01-17,robeycoleman,{'channel_id': '1116852754430558208'},USC,Active,555684.0,nickellrobeycoleman,1640301626722.0,,,,16217.0,8651.0,[],,,,,,23.0,9999999.0,1672,,CB,31.0,180,Nickell Robey-Coleman,nickell,['DB'],,#nickellrobeycoleman-NFL-FA-23,8810.0,Frostproof (FL),68
3138,,,nfl,,,,,False,,17892.0,Underwood,,,,,Steve,,,underwood,,,Inactive,,steveunderwood,,,,,,,[],,,,,,0.0,9999999.0,3138,,,,,Steve Underwood,steve,,,#steveunderwood-NFL-FA-0,11243.0,,
4730,,,nfl,,,,353060b2-4477-4ed6-b0c5-0da0198669ed,True,,19641.0,Cotton,30876.0,,,,Sam,5.0,1994-01-27,cotton,{'channel_id': '1116853013714042880'},Nebraska,Active,,samcotton,,,,,2974307.0,12263.0,[],651617.0,,,,,85.0,9999999.0,4730,,TE,27.0,250,Sam Cotton,sam,['TE'],,#samcotton-NFL-FA-85,,Lincoln Southeast (NE),77
2188,,,nfl,,,,e0b9515a-1c73-4eb4-b401-ac162c5ba2ed,False,,16556.0,Foucault,28230.0,,,,David,6.0,1989-02-07,foucault,,"Montreal, Can.",Inactive,,davidfoucault,,,,,17439.0,9835.0,[],,,,,,63.0,9999999.0,2188,,T,31.0,320,David Foucault,david,['OL'],,#davidfoucault-NFL-FA-63,,College Edouard-Montpetit,"6'8"""
11359,,,nfl,,,,d36df130-edd8-11ed-ae96-776ecb979e22,True,,,Case,,,,,Kody,1.0,1998-09-11,case,{'channel_id': '1116852680388509696'},Illinois,Active,1059121.0,kodycase,1693159822316.0,,,,,17255.0,[],,,,,,13.0,381.0,11359,,WR,24.0,182,Kody Case,kody,['WR'],,#kodycase-NFL-FA-13,,South Central Calhoun (IA),70
8093,,,nfl,,,,cdd751e5-a157-433c-8f8c-8e5c4148734c,True,,,Sails,,,,,KJ,1.0,1997-05-02,sails,{'channel_id': '1116853465788710912'},South Florida,Active,911149.0,kjsails,,,,,,15212.0,[],,,,,,0.0,,8093,,DB,24.0,180,KJ Sails,kj,['DB'],,#kjsails-NFL-FA-0,,East Bay (FL),71
4110,,,nfl,DEN,00-0033547,2.0,8cb76d80-0326-474f-86c8-869a86405777,True,86CC6F6CB86F,18956.0,Cunningham,30170.0,,,,Zach,8.0,1994-12-02,cunningham,"{'channel_id': '1116852926514462720', 'rookie_year': '2017'}",Vanderbilt,Active,744654.0,zachcunningham,1732748461809.0,,,,3051750.0,11965.0,[],,,,LILB,,42.0,9999999.0,4110,,LB,30.0,230,Zach Cunningham,zach,['LB'],,#zachcunningham-NFL-DEN-42,,Pinson Valley (AL),75
416,,,nfl,,,,ecd3bc0f-04dd-4945-9454-3fc4722fa5a8,False,,8972.0,Cutler,7760.0,,,,Jay,14.0,1983-04-29,cutler,,Vanderbilt,Inactive,,jaycutler,1524851101160.0,,,,9597.0,4783.0,[],158918.0,,,,,6.0,9999999.0,416,,QB,37.0,231,Jay Cutler,jay,['QB'],,#jaycutler-NFL-FA-6,3608.0,Heritage Hills (IN),"6'3"""
7280,,,nfl,ARI,,,f1f4a350-cc5f-43a2-bde1-829058d6c338,True,F5C1D88E37C2,22277.0,O'Donnell,33216.0,,,,Carter,5.0,1998-12-23,odonnell,"{'channel_id': '1113708850143326208', 'rookie_year': '2020'}",Alberta (CAN),Active,1215112.0,carterodonnell,1721867415224.0,,,,4611135.0,15022.0,[],,,,OL,,61.0,9999999.0,7280,,T,26.0,305,Carter O'Donnell,carter,['OL'],,#carterodonnell-NFL-ARI-61,,Lindsay Thurber (CAN),77
144,,,nfl,,,,53e3389f-6db2-41d6-bddf-e1246cb776fb,False,,3895.0,Flynn,8986.0,,,,Matt,12.0,1985-06-20,flynn,,Louisiana State,Inactive,,mattflynn,,,,,11443.0,5658.0,[],225233.0,,,,,3.0,9999999.0,144,,QB,35.0,225,Matt Flynn,matt,['QB'],,#mattflynn-NFL-FA-3,,Lee (TX),"6'2"""
786,,,nfl,,,,432afa02-d07c-4dc0-a06a-41a22ec4a350,False,,12704.0,Jarrett,,,,,Jaiquawn,9.0,1989-09-21,jarrett,,Temple,Inactive,,jaiquawnjarrett,,,,,14043.0,7526.0,[],,,,,,37.0,9999999.0,786,,FS,30.0,196,Jaiquawn Jarrett,jaiquawn,['DB'],,#jaiquawnjarrett-NFL-FA-37,,Fort Hamilton (NY),"6'0"""
7092,,,nfl,,,,4bee96b0-c9d6-4440-96a4-fffe5f14b3b7,True,,21966.0,Finke,33196.0,,,,Chris,2.0,1996-05-02,finke,{'channel_id': '1116853332409843712'},Notre Dame,Active,884566.0,chrisfinke,1661883329049.0,,,,,14637.0,[],,,,,,17.0,447.0,7092,,WR,26.0,186,Chris Finke,chris,['WR'],,#chrisfinke-NFL-FA-17,,Archbishop Alter (OH),69
2691,,,nfl,,,,db4839c6-014d-4f3b-bd9c-542aa9eb4526,False,,17159.0,Ndulue,28724.0,,,,Chuka,1.0,1992-03-25,ndulue,,Oklahoma,Inactive,,chukandulue,,,,,2514227.0,10768.0,[],,,,,,70.0,9999999.0,2691,,DT,26.0,280,Chuka Ndulue,chuka,['DL'],,#chukandulue-NFL-FA-70,,,"6'1"""
5782,,,nfl,,00-0034868,,593e7567-a8a2-4032-876c-12ef72720dc6,True,,20267.0,Wren,31778.0,,,,Erick,4.0,,wren,{'channel_id': '1116853162792189952'},Oklahoma,Active,,erickwren,,,,,3892890.0,13377.0,[],,,,,,74.0,9999999.0,5782,,G,,306,Erick Wren,erick,['OL'],,#erickwren-NFL-FA-74,,Dr. John D. Horn High School,73
2916,,,nfl,,,,95740c9e-a408-4306-a9a7-15e76811d3f2,False,,17384.0,Umodu,29145.0,,,,Ify,0.0,1992-07-22,umodu,,Northern Arizona,Inactive,,ifyumodu,,,,,2506632.0,,[],550851.0,,,,,85.0,9999999.0,2916,,WR,25.0,218,Ify Umodu,ify,['WR'],,#ifyumodu-NFL-FA-85,,,"6'2"""
6013,,,nfl,, 00-0035288,,b8db855b-fd1f-46e6-ac23-466f68130e6c,True,,20785.0,Hampton,32009.0,,,,Saquan,3.0,1995-12-12,hampton,{'channel_id': '1116853188486496256'},Rutgers,Active,,saquanhampton,1632882916241.0,,,,3127367.0,13702.0,[],,,,,,0.0,9999999.0,6013,,DB,26.0,207,Saquan Hampton,saquan,['DB'],,#saquanhampton-NFL-FA-0,,Nottingham (NJ),73
8702,,,nfl,CHI,,,d2e097f0-ce07-11ec-9598-03840dd5f387,True,DDE25A63FC1D,,Jones,,,,,Jaylon,3.0,1997-10-14,jones,"{'channel_id': '1113708766055919616', 'rookie_year': '2022'}",Ole Miss,Active,945624.0,jaylonjones,1736272510822.0,,,,,16423.0,[],,,,DB,,21.0,9999999.0,8702,,CB,27.0,190,Jaylon Jones,jaylon,['DB'],,#jaylonjones-NFL-CHI-21,,Allen (TX),71
12398,,,nfl,,,,253d8f50-0fea-11ef-899f-df64868deec5,True,6C0EAF421C7C,,Janke,,,,,Jadon,1.0,1999-11-10,janke,"{'channel_id': '1113708783508418560', 'rookie_year': '2024'}",South Dakota State,Active,1131686.0,jadonjanke,1724103948992.0,,,,,18043.0,[],,,,,,,545.0,12398,,WR,25.0,210,Jadon Janke,jadon,['WR'],,#jadonjanke-NFL-FA,,Madison (SD),75
1033,,,nfl,,,,80ced4c0-5edb-4632-aeae-942b1703c20c,False,,13735.0,Polk,26006.0,,,,Chris,8.0,1989-12-16,polk,,Washington,Inactive,,chrispolk,,,,,14889.0,8024.0,[],458094.0,,,,,22.0,9999999.0,1033,,RB,30.0,222,Chris Polk,chris,['RB'],,#chrispolk-NFL-FA-22,,East Valley (CA),"5'11"""
9222,,,nfl,NYJ,,5.0,f7465712-9d52-4fce-8912-df714f7285e9,True,240D21CEF5ED,,Evans,,,,,Zach,2.0,2001-05-30,evans,"{'channel_id': '1113708706735878144', 'rookie_year': '2023'}",Ole Miss,Active,1215792.0,zachevans,1736202007000.0,,,,,16801.0,[],,,,RB,,38.0,9999999.0,9222,,RB,23.0,202,Zach Evans,zach,['RB'],,#zachevans-NFL-NYJ-38,,North Shore (TX),71
7576,,,nfl,,,,9b56915f-c7c6-48df-84c8-ba78063fbe8d,True,EC7B382E44C23196,,Surratt,,,,,Sage,3.0,1998-04-13,surratt,"{'channel_id': '1116853407487885312', 'rookie_year': '2021', 'source_id': '5cbc65f1-edd1-4fe6-ad5e-bab5acc59c72'}",Wake Forest,Active,977636.0,sagesurratt,1725314745424.0,,,,,15174.0,[],,,,,,47.0,999.0,7576,,TE,26.0,234,Sage Surratt,sage,['TE'],,#sagesurratt-NFL-FA-47,,East Lincoln (NC),75
12506,,,nfl,,,,,True,,,Fannin,,,,,Harold,0.0,,fannin,{'source_id': 'ff1d2af0-fc69-11ec-b4dc-4165c73b7166'},Bowling Green,Active,,haroldfannin,,,,,,,[],,,,,,,,12506,,TE,,230,Harold Fannin,harold,['TE'],,#haroldfannin-NFL-FA,,,76
2623,,,nfl,,00-0031680,,e73ef17d-9ef4-4469-bcb2-0841c3c4d27f,False,,17091.0,Therezie,28830.0,,,,Robenson,5.0,1991-08-05,therezie,,Auburn,Injured Reserve,,robensontherezie,1538184302394.0,,,,2574553.0,10692.0,[],593302.0,,,,,40.0,9999999.0,2623,,SS,29.0,212,Robenson Therezie,robenson,['DB'],,#robensontherezie-NFL-FA-40,,Jackson (FL),"5'9"""
